分拣中心,日期,货量
SC35,2023-12-13,28294.87954
SC35,2023-12-14,28202.75123
SC35,2023-12-15,28110.91449
SC35,2023-12-16,28019.38047
SC35,2023-12-17,27928.1429
SC35,2023-12-18,27837.20312
SC35,2023-12-19,27746.55915
SC35,2023-12-20,27656.21048
SC35,2023-12-21,27566.15593
SC35,2023-12-22,27476.39465
SC35,2023-12-23,27386.92565
SC35,2023-12-24,27297.74797
SC35,2023-12-25,27208.86068
SC35,2023-12-26,27120.26282
SC35,2023-12-27,27031.95346
SC35,2023-12-28,26943.93165
SC35,2023-12-29,26856.19646
SC35,2023-12-30,26768.74695
SC38,2023-12-1,3885.049712
SC38,2023-12-2,3880.435713
SC38,2023-12-3,3877.29592
SC38,2023-12-4,3874.807847
SC38,2023-12-5,3872.608201
SC38,2023-12-6,3870.536514
SC38,2023-12-7,3868.521906
SC38,2023-12-8,3866.53307
SC38,2023-12-9,3864.556178
SC38,2023-12-10,3862.585119
SC38,2023-12-11,3860.617197
SC38,2023-12-12,3858.651218
SC38,2023-12-13,3856.686656
SC38,2023-12-14,3854.723278
SC38,2023-12-15,3852.76098
SC38,2023-12-16,3850.799718
SC38,2023-12-17,3848.839469
SC38,2023-12-18,3846.880225
SC38,2023-12-19,3844.921982
SC38,2023-12-20,3842.964737
SC38,2023-12-21,3841.008489
SC38,2023-12-22,3839.053237
SC38,2023-12-23,3837.098981
SC38,2023-12-24,3835.145719
SC38,2023-12-25,3833.193451
SC38,2023-12-26,3831.242178
SC38,2023-12-27,3829.291898
SC38,2023-12-28,3827.34261
SC38,2023-12-29,3825.394315
SC38,2023-12-30,3823.447011
SC39,2023-12-1,2604.223533
SC39,2023-12-2,2718.012418
SC39,2023-12-3,2785.067354
SC39,2023-12-4,2824.96935
SC39,2023-12-5,2849.095495
SC39,2023-12-6,2864.056185
SC39,2023-12-7,2873.692236
SC39,2023-12-8,2880.235266
SC39,2023-12-9,2884.981904
SC39,2023-12-10,2888.685529
SC39,2023-12-11,2891.783874
SC39,2023-12-12,2894.531273
SC39,2023-12-13,2897.075502
SC39,2023-12-14,2899.502425
SC39,2023-12-15,2901.86193
SC39,2023-12-16,2904.183005
SC39,2023-12-17,2906.482492
SC39,2023-12-18,2908.770178
SC39,2023-12-19,2911.051751
SC39,2023-12-20,2913.330515
SC39,2023-12-21,2915.608391
SC39,2023-12-22,2917.886496
SC39,2023-12-23,2920.165479
SC39,2023-12-24,2922.445717
SC39,2023-12-25,2924.727432
SC39,2023-12-26,2927.010751
SC39,2023-12-27,2929.29575
SC39,2023-12-28,2931.582473
SC39,2023-12-29,2933.870947
SC39,2023-12-30,2936.161187
SC40,2023-12-1,3147.758495
SC40,2023-12-2,3116.043613
SC40,2023-12-3,3099.738492
SC40,2023-12-4,3090.96565
SC40,2023-12-5,3085.874789
SC40,2023-12-6,3082.583989
SC40,2023-12-7,3080.173418
SC40,2023-12-8,3078.193488
SC40,2023-12-9,3076.424451
SC40,2023-12-10,3074.758902
SC40,2023-12-11,3073.144343
SC40,2023-12-12,3071.555114
SC40,2023-12-13,3069.978674
SC40,2023-12-14,3068.408892
SC40,2023-12-15,3066.842771
SC40,2023-12-16,3065.278847
SC40,2023-12-17,3063.716403
SC40,2023-12-18,3062.155089
SC40,2023-12-19,3060.594735
SC40,2023-12-20,3059.035255
SC40,2023-12-21,3057.476609
SC40,2023-12-22,3055.918776
SC40,2023-12-23,3054.361746
SC40,2023-12-24,3052.805514
SC40,2023-12-25,3051.250077
SC40,2023-12-26,3049.695434
SC40,2023-12-27,3048.141583
SC40,2023-12-28,3046.588525
SC40,2023-12-29,3045.036257
SC40,2023-12-30,3043.484781
SC44,2023-12-1,18154.00475
SC44,2023-12-2,18894.65514
SC44,2023-12-3,19356.65832
SC44,2023-12-4,19652.90319
SC44,2023-12-5,19850.56656
SC44,2023-12-6,19989.62334
SC44,2023-12-7,20093.86152
SC44,2023-12-8,20177.43672
SC44,2023-12-9,20248.77266
SC44,2023-12-10,20312.88217
SC44,2023-12-11,20372.74838
SC44,2023-12-12,20430.14661
SC44,2023-12-13,20486.13345
SC44,2023-12-14,20541.33778
SC44,2023-12-15,20596.13398
SC44,2023-12-16,20650.74501
SC44,2023-12-17,20705.30366
SC44,2023-12-18,20759.88913
SC44,2023-12-19,20814.54868
SC44,2023-12-20,20869.3106
SC44,2023-12-21,20924.19187
SC44,2023-12-22,20979.20275
SC44,2023-12-23,21034.34951
SC44,2023-12-24,21089.63602
SC44,2023-12-25,21145.06474
SC44,2023-12-26,21200.6373
SC44,2023-12-27,21256.35482
SC44,2023-12-28,21312.21811
SC44,2023-12-29,21368.22783
SC44,2023-12-30,21424.38451
SC46,2023-12-1,2811.921852
SC46,2023-12-2,2602.486728
SC46,2023-12-3,2429.5251
SC46,2023-12-4,2276.566841
SC46,2023-12-5,2136.676677
SC46,2023-12-6,2006.766591
SC46,2023-12-7,1885.311374
SC46,2023-12-8,1771.430423
SC46,2023-12-9,1664.518098
SC46,2023-12-10,1564.094347
SC46,2023-12-11,1469.743826
SC46,2023-12-12,1381.090597
SC46,2023-12-13,1297.787158
SC46,2023-12-14,1219.50928
SC46,2023-12-15,1145.95322
SC46,2023-12-16,1076.833925
SC46,2023-12-17,1011.88369
SC46,2023-12-18,950.8510123
SC46,2023-12-19,893.4995854
SC46,2023-12-20,839.6073649
SC46,2023-12-21,788.9657031
SC46,2023-12-22,741.3785386
SC46,2023-12-23,696.6616363
SC46,2023-12-24,654.6418736
SC46,2023-12-25,615.1565701
SC46,2023-12-26,578.0528577
SC46,2023-12-27,543.1870884
SC46,2023-12-28,510.4242789
SC46,2023-12-29,479.6375871
SC46,2023-12-30,450.707822
SC47,2023-12-1,45999.25641
SC47,2023-12-2,47129.86713
SC47,2023-12-3,47827.29206
SC47,2023-12-4,48264.6936
SC47,2023-12-5,48546.02113
SC47,2023-12-6,48733.67547
SC47,2023-12-7,48865.11581
SC47,2023-12-8,48962.82893
SC47,2023-12-9,49040.31364
SC47,2023-12-10,49105.67331
SC47,2023-12-11,49163.77239
SC47,2023-12-12,49217.53103
SC47,2023-12-13,49268.70223
SC47,2023-12-14,49318.3383
SC47,2023-12-15,49367.07099
SC47,2023-12-16,49415.27954
SC47,2023-12-17,49463.19163
SC47,2023-12-18,49510.94395
SC47,2023-12-19,49558.61857
SC47,2023-12-20,49606.2648
SC47,2023-12-21,49653.91222
SC47,2023-12-22,49701.57862
SC47,2023-12-23,49749.27471
SC47,2023-12-24,49797.00692
SC47,2023-12-25,49844.77914
SC47,2023-12-26,49892.5937
SC47,2023-12-27,49940.45205
SC47,2023-12-28,49988.35505
SC47,2023-12-29,50036.30324
SC47,2023-12-30,50084.29698
SC49,2023-12-1,6602.636136
SC49,2023-12-2,6736.16546
SC49,2023-12-3,6845.31606
SC49,2023-12-4,6934.726346
SC49,2023-12-5,7008.152349
SC49,2023-12-6,7068.635575
SC49,2023-12-7,7118.638931
SC49,2023-12-8,7160.156801
SC49,2023-12-9,7194.804166
SC49,2023-12-10,7223.888785
SC49,2023-12-11,7248.469638
SC49,2023-12-12,7269.404252
SC49,2023-12-13,7287.387023
SC49,2023-12-14,7302.980249
SC49,2023-12-15,7316.639264
SC49,2023-12-16,7328.732778
SC49,2023-12-17,7339.559364
SC49,2023-12-18,7349.360795
SC49,2023-12-19,7358.332852
SC49,2023-12-20,7366.634073
SC49,2023-12-21,7374.392835
SC49,2023-12-22,7381.713096
SC49,2023-12-23,7388.679038
SC49,2023-12-24,7395.358828
SC49,2023-12-25,7401.807668
SC49,2023-12-26,7408.070256
SC49,2023-12-27,7414.182792
SC49,2023-12-28,7420.174586
SC49,2023-12-29,7426.069374
SC49,2023-12-30,7431.886379
SC51,2023-12-1,11113.96911
SC51,2023-12-2,10997.59436
SC51,2023-12-3,10865.05886
SC51,2023-12-4,10740.76504
SC51,2023-12-5,10615.34874
SC51,2023-12-6,10492.3706
SC51,2023-12-7,10370.44443
SC51,2023-12-8,10250.07776
SC51,2023-12-9,10131.05355
SC51,2023-12-10,10013.43235
SC51,2023-12-11,9897.168727
SC51,2023-12-12,9782.258076
SC51,2023-12-13,9668.680418
SC51,2023-12-14,9556.421911
SC51,2023-12-15,9445.466613
SC51,2023-12-16,9335.799633
SC51,2023-12-17,9227.40592
SC51,2023-12-18,9120.270728
SC51,2023-12-19,9014.379429
SC51,2023-12-20,8909.717587
SC51,2023-12-21,8806.270925
SC51,2023-12-22,8704.025336
SC51,2023-12-23,8602.966873
SC51,2023-12-24,8503.081754
SC51,2023-12-25,8404.356356
SC51,2023-12-26,8306.777213
SC51,2023-12-27,8210.331016
SC51,2023-12-28,8115.004613
SC51,2023-12-29,8020.785001
SC51,2023-12-30,7927.65933
SC53,2023-12-1,32502.29607
SC53,2023-12-2,32414.65721
SC53,2023-12-3,32336.86449
SC53,2023-12-4,32259.98484
SC53,2023-12-5,32183.34285
SC53,2023-12-6,32106.88709
SC53,2023-12-7,32030.61327
SC53,2023-12-8,31954.52068
SC53,2023-12-9,31878.60885
SC53,2023-12-10,31802.87737
SC53,2023-12-11,31727.32579
SC53,2023-12-12,31651.95369
SC53,2023-12-13,31576.76065
SC53,2023-12-14,31501.74624
SC53,2023-12-15,31426.91003
SC53,2023-12-16,31352.25161
SC53,2023-12-17,31277.77055
SC53,2023-12-18,31203.46642
SC53,2023-12-19,31129.33882
SC53,2023-12-20,31055.38731
SC53,2023-12-21,30981.61149
SC53,2023-12-22,30908.01092
SC53,2023-12-23,30834.58521
SC53,2023-12-24,30761.33392
SC53,2023-12-25,30688.25666
SC53,2023-12-26,30615.353
SC53,2023-12-27,30542.62252
SC53,2023-12-28,30470.06483
SC53,2023-12-29,30397.67951
SC53,2023-12-30,30325.46615
SC54,2023-12-1,8764.463045
SC54,2023-12-2,8813.321163
SC54,2023-12-3,8833.24688
SC54,2023-12-4,8837.265392
SC54,2023-12-5,8832.543466
SC54,2023-12-6,8823.024419
SC54,2023-12-7,8810.87794
SC54,2023-12-8,8797.297827
SC54,2023-12-9,8782.940915
SC54,2023-12-10,8768.16859
SC54,2023-12-11,8753.179677
SC54,2023-12-12,8738.083551
SC54,2023-12-13,8722.940374
SC54,2023-12-14,8707.783227
SC54,2023-12-15,8692.63029
SC54,2023-12-16,8677.491548
SC54,2023-12-17,8662.372473
SC54,2023-12-18,8647.276054
SC54,2023-12-19,8632.203916
SC54,2023-12-20,8617.156933
SC54,2023-12-21,8602.135565
SC54,2023-12-22,8587.140045
SC54,2023-12-23,8572.170479
SC54,2023-12-24,8557.226906
SC54,2023-12-25,8542.309328
SC54,2023-12-26,8527.417724
SC54,2023-12-27,8512.552064
SC54,2023-12-28,8497.712309
SC54,2023-12-29,8482.898419
SC54,2023-12-30,8468.110351
SC57,2023-12-1,8524.50516
SC57,2023-12-2,8431.087198
SC57,2023-12-3,8326.346417
SC57,2023-12-4,8227.926997
SC57,2023-12-5,8128.626683
SC57,2023-12-6,8031.356711
SC57,2023-12-7,7934.912066
SC57,2023-12-8,7839.76341
SC57,2023-12-9,7745.699592
SC57,2023-12-10,7652.787215
SC57,2023-12-11,7560.98006
SC57,2023-12-12,7470.278059
SC57,2023-12-13,7380.662585
SC57,2023-12-14,7292.122789
SC57,2023-12-15,7204.644877
SC57,2023-12-16,7118.216474
SC57,2023-12-17,7032.824841
SC57,2023-12-18,6948.457602
SC57,2023-12-19,6865.102443
SC57,2023-12-20,6782.747233
SC57,2023-12-21,6701.379972
SC57,2023-12-22,6620.98881
SC57,2023-12-23,6541.562037
SC57,2023-12-24,6463.088085
SC57,2023-12-25,6385.555522
SC57,2023-12-26,6308.953057
SC57,2023-12-27,6233.269531
SC57,2023-12-28,6158.49392
SC57,2023-12-29,6084.615333
SC57,2023-12-30,6011.623009
SC58,2023-12-1,813.7889146
SC58,2023-12-2,809.3930661
SC58,2023-12-3,807.6323457
SC58,2023-12-4,806.8905085
SC58,2023-12-5,806.5426315
SC58,2023-12-6,806.3470873
SC58,2023-12-7,806.2104502
SC58,2023-12-8,806.0965973
SC58,2023-12-9,805.9915613
SC58,2023-12-10,805.889942
SC58,2023-12-11,805.7896513
SC58,2023-12-12,805.6898818
SC58,2023-12-13,805.5903214
SC58,2023-12-14,805.4908493
SC58,2023-12-15,805.3914189
SC58,2023-12-16,805.2920122
SC58,2023-12-17,805.1926221
SC58,2023-12-18,805.093246
SC58,2023-12-19,804.9938828
SC58,2023-12-20,804.8945322
SC58,2023-12-21,804.7951939
SC58,2023-12-22,804.6958679
SC58,2023-12-23,804.5965541
SC58,2023-12-24,804.4972527
SC58,2023-12-25,804.3979635
SC58,2023-12-26,804.2986865
SC58,2023-12-27,804.1994218
SC58,2023-12-28,804.1001693
SC58,2023-12-29,804.0009291
SC58,2023-12-30,803.9017012
SC60,2023-12-1,61321.58831
SC60,2023-12-2,61128.91713
SC60,2023-12-3,60940.39809
SC60,2023-12-4,60752.0219
SC60,2023-12-5,60564.28223
SC60,2023-12-6,60377.11602
SC60,2023-12-7,60190.52906
SC60,2023-12-8,60004.51861
SC60,2023-12-9,59819.08301
SC60,2023-12-10,59634.22048
SC60,2023-12-11,59449.92923
SC60,2023-12-12,59266.20752
SC60,2023-12-13,59083.05357
SC60,2023-12-14,58900.46563
SC60,2023-12-15,58718.44195
SC60,2023-12-16,58536.9808
SC60,2023-12-17,58356.08042
SC60,2023-12-18,58175.73909
SC60,2023-12-19,57995.95508
SC60,2023-12-20,57816.72667
SC60,2023-12-21,57638.05214
SC60,2023-12-22,57459.92977
SC60,2023-12-23,57282.35787
SC60,2023-12-24,57105.33473
SC60,2023-12-25,56928.85866
SC60,2023-12-26,56752.92796
SC60,2023-12-27,56577.54095
SC60,2023-12-28,56402.69595
SC60,2023-12-29,56228.39128
SC60,2023-12-30,56054.62528
SC61,2023-12-1,628.5179627
SC61,2023-12-2,592.5505482
SC61,2023-12-3,561.7901173
SC61,2023-12-4,532.134447
SC61,2023-12-5,504.1207031
SC61,2023-12-6,477.5698235
SC61,2023-12-7,452.4191675
SC61,2023-12-8,428.5927538
SC61,2023-12-9,406.0211901
SC61,2023-12-10,384.6383364
SC61,2023-12-11,364.3815986
SC61,2023-12-12,345.191669
SC61,2023-12-13,327.0123651
SC61,2023-12-14,309.7904629
SC61,2023-12-15,293.4755415
SC61,2023-12-16,278.0198352
SC61,2023-12-17,263.378094
SC61,2023-12-18,249.507451
SC61,2023-12-19,236.3672968
SC61,2023-12-20,223.9191605
SC61,2023-12-21,212.1265977
SC61,2023-12-22,200.9550827
SC61,2023-12-23,190.3719087
SC61,2023-12-24,180.3460909
SC61,2023-12-25,170.8482765
SC61,2023-12-26,161.8506586
SC61,2023-12-27,153.3268947
SC61,2023-12-28,145.2520294
SC61,2023-12-29,137.6024219
SC61,2023-12-30,130.3556762
SC66,2023-12-1,741.3576905
SC66,2023-12-2,736.6368988
SC66,2023-12-3,734.6775221
SC66,2023-12-4,733.3588001
SC66,2023-12-5,732.1897299
SC66,2023-12-6,731.0566317
SC66,2023-12-7,729.9331845
SC66,2023-12-8,728.813292
SC66,2023-12-9,727.6955411
SC66,2023-12-10,726.5796025
SC66,2023-12-11,725.4653978
SC66,2023-12-12,724.3529071
SC66,2023-12-13,723.2421235
SC66,2023-12-14,722.1330436
SC66,2023-12-15,721.0256645
SC66,2023-12-16,719.9199836
SC66,2023-12-17,718.8159982
SC66,2023-12-18,717.7137058
SC66,2023-12-19,716.6131037
SC66,2023-12-20,715.5141893
SC66,2023-12-21,714.4169602
SC66,2023-12-22,713.3214136
SC66,2023-12-23,712.227547
SC66,2023-12-24,711.1353579
SC66,2023-12-25,710.0448436
SC66,2023-12-26,708.9560016
SC66,2023-12-27,707.8688293
SC66,2023-12-28,706.7833241
SC66,2023-12-29,705.6994836
SC66,2023-12-30,704.6173051
SC68,2023-12-1,1479.307419
SC68,2023-12-2,1497.135853
SC68,2023-12-3,1507.904293
SC68,2023-12-4,1514.97621
SC68,2023-12-5,1520.114021
SC68,2023-12-6,1524.241217
SC68,2023-12-7,1527.841701
SC68,2023-12-8,1531.169034
SC68,2023-12-9,1534.356088
SC68,2023-12-10,1537.472488
SC68,2023-12-11,1540.554726
SC68,2023-12-12,1543.621927
SC68,2023-12-13,1546.684117
SC68,2023-12-14,1549.746557
SC68,2023-12-15,1552.812009
SC68,2023-12-16,1555.881925
SC68,2023-12-17,1558.957072
SC68,2023-12-18,1562.037858
SC68,2023-12-19,1565.124502
SC68,2023-12-20,1568.217124
SC68,2023-12-21,1571.315795
SC68,2023-12-22,1574.420555
SC68,2023-12-23,1577.531432
SC68,2023-12-24,1580.648448
SC68,2023-12-25,1583.771617
SC68,2023-12-26,1586.900954
SC68,2023-12-27,1590.036474
SC68,2023-12-28,1593.178188
SC68,2023-12-29,1596.32611
SC68,2023-12-30,1599.480251
SC12,2023-12-1,-64362000439
SC12,2023-12-2,2.13E+11
SC12,2023-12-3,4.40E+11
SC12,2023-12-4,9.99E+11
SC12,2023-12-5,1.52E+12
SC12,2023-12-6,2.37E+12
SC12,2023-12-7,3.19E+12
SC12,2023-12-8,4.33E+12
SC12,2023-12-9,5.45E+12
SC12,2023-12-10,6.89E+12
SC12,2023-12-11,8.32E+12
SC12,2023-12-12,1.01E+13
SC12,2023-12-13,1.18E+13
SC12,2023-12-14,1.38E+13
SC12,2023-12-15,1.59E+13
SC12,2023-12-16,1.82E+13
SC12,2023-12-17,2.06E+13
SC12,2023-12-18,2.33E+13
SC12,2023-12-19,2.60E+13
SC12,2023-12-20,2.90E+13
SC12,2023-12-21,3.20E+13
SC12,2023-12-22,3.53E+13
SC12,2023-12-23,3.87E+13
SC12,2023-12-24,4.23E+13
SC12,2023-12-25,4.60E+13
SC12,2023-12-26,5.00E+13
SC12,2023-12-27,5.40E+13
SC12,2023-12-28,5.83E+13
SC12,2023-12-29,6.27E+13
SC12,2023-12-30,6.74E+13
SC20,2023-12-1,-66210800140
SC20,2023-12-2,-69724929170
SC20,2023-12-3,-1.31E+11
SC20,2023-12-4,-1.38E+11
SC20,2023-12-5,-1.95E+11
SC20,2023-12-6,-2.05E+11
SC20,2023-12-7,-2.58E+11
SC20,2023-12-8,-2.70E+11
SC20,2023-12-9,-3.21E+11
SC20,2023-12-10,-3.34E+11
SC20,2023-12-11,-3.82E+11
SC20,2023-12-12,-3.97E+11
SC20,2023-12-13,-4.43E+11
SC20,2023-12-14,-4.60E+11
SC20,2023-12-15,-5.03E+11
SC20,2023-12-16,-5.21E+11
SC20,2023-12-17,-5.63E+11
SC20,2023-12-18,-5.82E+11
SC20,2023-12-19,-6.22E+11
SC20,2023-12-20,-6.43E+11
SC20,2023-12-21,-6.81E+11
SC20,2023-12-22,-7.03E+11
SC20,2023-12-23,-7.40E+11
SC20,2023-12-24,-7.63E+11
SC20,2023-12-25,-7.99E+11
SC20,2023-12-26,-8.22E+11
SC20,2023-12-27,-8.58E+11
SC20,2023-12-28,-8.82E+11
SC20,2023-12-29,-9.17E+11
SC20,2023-12-30,-9.42E+11
SC32,2023-12-1,-66210800140
SC32,2023-12-2,-69724929170
SC32,2023-12-3,-1.31E+11
SC32,2023-12-4,-1.38E+11
SC32,2023-12-5,-1.95E+11
SC32,2023-12-6,-2.05E+11
SC32,2023-12-7,-2.58E+11
SC32,2023-12-8,-2.70E+11
SC32,2023-12-9,-3.21E+11
SC32,2023-12-10,-3.34E+11
SC32,2023-12-11,-3.82E+11
SC32,2023-12-12,-3.97E+11
SC32,2023-12-13,-4.43E+11
SC32,2023-12-14,-4.60E+11
SC32,2023-12-15,-5.03E+11
SC32,2023-12-16,-5.21E+11
SC32,2023-12-17,-5.63E+11
SC32,2023-12-18,-5.82E+11
SC32,2023-12-19,-6.22E+11
SC32,2023-12-20,-6.43E+11
SC32,2023-12-21,-6.81E+11
SC32,2023-12-22,-7.03E+11
SC32,2023-12-23,-7.40E+11
SC32,2023-12-24,-7.63E+11
SC32,2023-12-25,-7.99E+11
SC32,2023-12-26,-8.22E+11
SC32,2023-12-27,-8.58E+11
SC32,2023-12-28,-8.82E+11
SC32,2023-12-29,-9.17E+11
SC32,2023-12-30,-9.42E+11
SC36,2023-12-1,1.29E+11
SC36,2023-12-2,1.76E+11
SC36,2023-12-3,3.49E+11
SC36,2023-12-4,4.45E+11
SC36,2023-12-5,6.63E+11
SC36,2023-12-6,8.08E+11
SC36,2023-12-7,1.07E+12
SC36,2023-12-8,1.27E+12
SC36,2023-12-9,1.58E+12
SC36,2023-12-10,1.83E+12
SC36,2023-12-11,2.18E+12
SC36,2023-12-12,2.48E+12
SC36,2023-12-13,2.89E+12
SC36,2023-12-14,3.24E+12
SC36,2023-12-15,3.70E+12
SC36,2023-12-16,4.10E+12
SC36,2023-12-17,4.61E+12
SC36,2023-12-18,5.07E+12
SC36,2023-12-19,5.63E+12
SC36,2023-12-20,6.15E+12
SC36,2023-12-21,6.76E+12
SC36,2023-12-22,7.33E+12
SC36,2023-12-23,8.00E+12
SC36,2023-12-24,8.63E+12
SC36,2023-12-25,9.35E+12
SC36,2023-12-26,1.00E+13
SC36,2023-12-27,1.08E+13
SC36,2023-12-28,1.16E+13
SC36,2023-12-29,1.24E+13
SC36,2023-12-30,1.32E+13
SC37,2023-12-1,61903003301
SC37,2023-12-2,32061847729
SC37,2023-12-3,57229510072
SC37,2023-12-4,-2632925911
SC37,2023-12-5,-13764269586
SC37,2023-12-6,-1.04E+11
SC37,2023-12-7,-1.51E+11
SC37,2023-12-8,-2.71E+11
SC37,2023-12-9,-3.54E+11
SC37,2023-12-10,-5.04E+11
SC37,2023-12-11,-6.22E+11
SC37,2023-12-12,-8.03E+11
SC37,2023-12-13,-9.56E+11
SC37,2023-12-14,-1.17E+12
SC37,2023-12-15,-1.35E+12
SC37,2023-12-16,-1.60E+12
SC37,2023-12-17,-1.82E+12
SC37,2023-12-18,-2.09E+12
SC37,2023-12-19,-2.35E+12
SC37,2023-12-20,-2.65E+12
SC37,2023-12-21,-2.94E+12
SC37,2023-12-22,-3.27E+12
SC37,2023-12-23,-3.59E+12
SC37,2023-12-24,-3.96E+12
SC37,2023-12-25,-4.31E+12
SC37,2023-12-26,-4.71E+12
SC37,2023-12-27,-5.10E+12
SC37,2023-12-28,-5.52E+12
SC37,2023-12-29,-5.94E+12
SC37,2023-12-30,-6.40E+12
SC41,2023-12-1,61903003301
SC41,2023-12-2,32061847729
SC41,2023-12-3,57229510072
SC41,2023-12-4,-2632925911
SC41,2023-12-5,-13764269586
SC41,2023-12-6,-1.04E+11
SC41,2023-12-7,-1.51E+11
SC41,2023-12-8,-2.71E+11
SC41,2023-12-9,-3.54E+11
SC41,2023-12-10,-5.04E+11
SC41,2023-12-11,-6.22E+11
SC41,2023-12-12,-8.03E+11
SC41,2023-12-13,-9.56E+11
SC41,2023-12-14,-1.17E+12
SC41,2023-12-15,-1.35E+12
SC41,2023-12-16,-1.60E+12
SC41,2023-12-17,-1.82E+12
SC41,2023-12-18,-2.09E+12
SC41,2023-12-19,-2.35E+12
SC41,2023-12-20,-2.65E+12
SC41,2023-12-21,-2.94E+12
SC41,2023-12-22,-3.27E+12
SC41,2023-12-23,-3.59E+12
SC41,2023-12-24,-3.96E+12
SC41,2023-12-25,-4.31E+12
SC41,2023-12-26,-4.71E+12
SC41,2023-12-27,-5.10E+12
SC41,2023-12-28,-5.52E+12
SC41,2023-12-29,-5.94E+12
SC41,2023-12-30,-6.40E+12
SC43,2023-12-1,1.04E+12
SC43,2023-12-2,1.55E+12
SC43,2023-12-3,3.06E+12
SC43,2023-12-4,4.09E+12
SC43,2023-12-5,6.09E+12
SC43,2023-12-6,7.64E+12
SC43,2023-12-7,1.01E+13
SC43,2023-12-8,1.22E+13
SC43,2023-12-9,1.52E+13
SC43,2023-12-10,1.79E+13
SC43,2023-12-11,2.14E+13
SC43,2023-12-12,2.46E+13
SC43,2023-12-13,2.86E+13
SC43,2023-12-14,3.24E+13
SC43,2023-12-15,3.70E+13
SC43,2023-12-16,4.13E+13
SC43,2023-12-17,4.65E+13
SC43,2023-12-18,5.14E+13
SC43,2023-12-19,5.71E+13
SC43,2023-12-20,6.26E+13
SC43,2023-12-21,6.89E+13
SC43,2023-12-22,7.50E+13
SC43,2023-12-23,8.19E+13
SC43,2023-12-24,8.86E+13
SC43,2023-12-25,9.61E+13
SC43,2023-12-26,1.03E+14
SC43,2023-12-27,1.11E+14
SC43,2023-12-28,1.19E+14
SC43,2023-12-29,1.28E+14
SC43,2023-12-30,1.37E+14
SC48,2023-12-1,1.04E+12
SC48,2023-12-2,1.55E+12
SC48,2023-12-3,3.06E+12
SC48,2023-12-4,4.09E+12
SC48,2023-12-5,6.09E+12
SC48,2023-12-6,7.64E+12
SC48,2023-12-7,1.01E+13
SC48,2023-12-8,1.22E+13
SC48,2023-12-9,1.52E+13
SC48,2023-12-10,1.79E+13
SC48,2023-12-11,2.14E+13
SC48,2023-12-12,2.46E+13
SC48,2023-12-13,2.86E+13
SC48,2023-12-14,3.24E+13
SC48,2023-12-15,3.70E+13
SC48,2023-12-16,4.13E+13
SC48,2023-12-17,4.65E+13
SC48,2023-12-18,5.14E+13
SC48,2023-12-19,5.71E+13
SC48,2023-12-20,6.26E+13
SC48,2023-12-21,6.89E+13
SC48,2023-12-22,7.50E+13
SC48,2023-12-23,8.19E+13
SC48,2023-12-24,8.86E+13
SC48,2023-12-25,9.61E+13
SC48,2023-12-26,1.03E+14
SC48,2023-12-27,1.11E+14
SC48,2023-12-28,1.19E+14
SC48,2023-12-29,1.28E+14
SC48,2023-12-30,1.37E+14
SC52,2023-12-1,1.72E+12
SC52,2023-12-2,2.10E+12
SC52,2023-12-3,4.20E+12
SC52,2023-12-4,4.96E+12
SC52,2023-12-5,7.46E+12
SC52,2023-12-6,8.62E+12
SC52,2023-12-7,1.15E+13
SC52,2023-12-8,1.31E+13
SC52,2023-12-9,1.64E+13
SC52,2023-12-10,1.83E+13
SC52,2023-12-11,2.21E+13
SC52,2023-12-12,2.45E+13
SC52,2023-12-13,2.86E+13
SC52,2023-12-14,3.14E+13
SC52,2023-12-15,3.60E+13
SC52,2023-12-16,3.93E+13
SC52,2023-12-17,4.43E+13
SC52,2023-12-18,4.80E+13
SC52,2023-12-19,5.35E+13
SC52,2023-12-20,5.77E+13
SC52,2023-12-21,6.36E+13
SC52,2023-12-22,6.83E+13
SC52,2023-12-23,7.47E+13
SC52,2023-12-24,7.98E+13
SC52,2023-12-25,8.67E+13
SC52,2023-12-26,9.23E+13
SC52,2023-12-27,9.97E+13
SC52,2023-12-28,1.06E+14
SC52,2023-12-29,1.14E+14
SC52,2023-12-30,1.20E+14
SC55,2023-12-1,8.62E+11
SC55,2023-12-2,1.25E+12
SC55,2023-12-3,2.49E+12
SC55,2023-12-4,3.27E+12
SC55,2023-12-5,4.89E+12
SC55,2023-12-6,6.07E+12
SC55,2023-12-7,8.08E+12
SC55,2023-12-8,9.67E+12
SC55,2023-12-9,1.21E+13
SC55,2023-12-10,1.41E+13
SC55,2023-12-11,1.69E+13
SC55,2023-12-12,1.93E+13
SC55,2023-12-13,2.26E+13
SC55,2023-12-14,2.54E+13
SC55,2023-12-15,2.91E+13
SC55,2023-12-16,3.24E+13
SC55,2023-12-17,3.65E+13
SC55,2023-12-18,4.02E+13
SC55,2023-12-19,4.47E+13
SC55,2023-12-20,4.89E+13
SC55,2023-12-21,5.39E+13
SC55,2023-12-22,5.86E+13
SC55,2023-12-23,6.40E+13
SC55,2023-12-24,6.91E+13
SC55,2023-12-25,7.50E+13
SC55,2023-12-26,8.06E+13
SC55,2023-12-27,8.69E+13
SC55,2023-12-28,9.30E+13
SC55,2023-12-29,9.98E+13
SC55,2023-12-30,1.06E+14
SC56,2023-12-1,7.42E+11
SC56,2023-12-2,9.87E+11
