分拣中心,日期,班次,正式工人数,临时工人数
SC24,6,00:00-08:00,62,57
SC24,6,05:00-13:00,84,41
SC24,6,08:00-16:00,37,8
SC24,6,12:00-20:00,40,50
SC24,6,14:00-22:00,61,79
SC24,6,16:00-24:00,38,62
SC24,7,00:00-08:00,94,86
SC24,7,05:00-13:00,33,60
SC24,7,08:00-16:00,70,63
SC24,7,12:00-20:00,57,61
SC24,7,14:00-22:00,98,116
SC24,7,16:00-24:00,108,87
SC24,8,00:00-08:00,98,89
SC24,8,05:00-13:00,86,57
SC24,8,08:00-16:00,34,35
SC24,8,12:00-20:00,46,42
SC24,8,14:00-22:00,41,44
SC24,8,16:00-24:00,43,92
SC24,9,00:00-08:00,82,7
SC24,9,05:00-13:00,17,90
SC24,9,08:00-16:00,83,95
SC24,9,12:00-20:00,18,75
SC24,9,14:00-22:00,40,58
SC24,9,16:00-24:00,64,28
SC24,10,00:00-08:00,26,72
SC24,10,05:00-13:00,104,12
SC24,10,08:00-16:00,77,85
SC24,10,12:00-20:00,91,22
SC24,10,14:00-22:00,36,68
SC24,10,16:00-24:00,36,93
SC24,11,00:00-08:00,31,56
SC24,11,05:00-13:00,76,91
SC24,11,08:00-16:00,76,20
SC24,11,12:00-20:00,52,51
SC24,11,14:00-22:00,37,54
SC24,11,16:00-24:00,71,60
SC24,12,00:00-08:00,20,58
SC24,12,05:00-13:00,93,66
SC24,12,08:00-16:00,72,96
SC24,12,12:00-20:00,12,96
SC24,12,14:00-22:00,52,47
SC24,12,16:00-24:00,67,74
SC24,13,00:00-08:00,86,68
SC24,13,05:00-13:00,96,72
SC24,13,08:00-16:00,95,74
SC24,13,12:00-20:00,50,63
SC24,13,14:00-22:00,26,26
SC24,13,16:00-24:00,32,82
SC24,14,00:00-08:00,105,71
SC24,14,05:00-13:00,36,41
SC24,14,08:00-16:00,53,51
SC24,14,12:00-20:00,112,68
SC24,14,14:00-22:00,97,55
SC24,14,16:00-24:00,50,60
SC24,15,00:00-08:00,62,96
SC24,15,05:00-13:00,37,52
SC24,15,08:00-16:00,78,39
SC24,15,12:00-20:00,33,52
SC24,15,14:00-22:00,58,84
SC24,15,16:00-24:00,26,65
SC24,16,00:00-08:00,75,74
SC24,16,05:00-13:00,71,59
SC24,16,08:00-16:00,36,55
SC24,16,12:00-20:00,92,68
SC24,16,14:00-22:00,86,38
SC24,16,16:00-24:00,84,83
SC24,17,00:00-08:00,77,72
SC24,17,05:00-13:00,43,65
SC24,17,08:00-16:00,75,85
SC24,17,12:00-20:00,79,15
SC24,17,14:00-22:00,20,64
SC24,17,16:00-24:00,26,40
SC24,18,00:00-08:00,44,32
SC24,18,05:00-13:00,61,94
SC24,18,08:00-16:00,93,50
SC24,18,12:00-20:00,48,89
SC24,18,14:00-22:00,91,22
SC24,18,16:00-24:00,77,95
SC24,19,00:00-08:00,43,58
SC24,19,05:00-13:00,108,62
SC24,19,08:00-16:00,67,92
SC24,19,12:00-20:00,108,75
SC24,19,14:00-22:00,85,4
SC24,19,16:00-24:00,62,58
SC24,20,00:00-08:00,64,25
SC24,20,05:00-13:00,22,93
SC24,20,08:00-16:00,19,110
SC24,20,12:00-20:00,73,84
SC24,20,14:00-22:00,33,28
SC24,20,16:00-24:00,17,88
SC24,21,00:00-08:00,67,44
SC24,21,05:00-13:00,41,60
SC24,21,08:00-16:00,29,22
SC24,21,12:00-20:00,59,87
SC24,21,14:00-22:00,15,89
SC24,21,16:00-24:00,76,69
SC24,22,00:00-08:00,48,40
SC24,22,05:00-13:00,31,32
SC24,22,08:00-16:00,45,91
SC24,22,12:00-20:00,16,100
SC24,22,14:00-22:00,51,57
SC24,22,16:00-24:00,73,55
SC24,23,00:00-08:00,58,91
SC24,23,05:00-13:00,102,66
SC24,23,08:00-16:00,47,37
SC24,23,12:00-20:00,22,41
SC24,23,14:00-22:00,75,95
SC24,23,16:00-24:00,3,91
SC24,24,00:00-08:00,31,27
SC24,24,05:00-13:00,54,40
SC24,24,08:00-16:00,80,112
SC24,24,12:00-20:00,69,42
SC24,24,14:00-22:00,55,68
SC24,24,16:00-24:00,38,39
SC24,25,00:00-08:00,38,66
SC24,25,05:00-13:00,50,54
SC24,25,08:00-16:00,68,31
SC24,25,12:00-20:00,49,19
SC24,25,14:00-22:00,24,52
SC24,25,16:00-24:00,65,108
SC24,26,00:00-08:00,64,87
SC24,26,05:00-13:00,31,50
SC24,26,08:00-16:00,88,68
SC24,26,12:00-20:00,90,67
SC24,26,14:00-22:00,71,68
SC24,26,16:00-24:00,91,20
SC24,27,00:00-08:00,62,65
SC24,27,05:00-13:00,95,104
SC24,27,08:00-16:00,68,68
SC24,27,12:00-20:00,51,52
SC24,27,14:00-22:00,40,45
SC24,27,16:00-24:00,82,73
SC24,28,00:00-08:00,52,38
SC24,28,05:00-13:00,29,106
SC24,28,08:00-16:00,67,77
SC24,28,12:00-20:00,100,54
SC24,28,14:00-22:00,84,41
SC24,28,16:00-24:00,30,86
SC24,29,00:00-08:00,74,78
SC24,29,05:00-13:00,3,42
SC24,29,08:00-16:00,62,95
SC24,29,12:00-20:00,28,71
SC24,29,14:00-22:00,69,69
SC24,29,16:00-24:00,23,57
SC24,30,00:00-08:00,25,57
SC24,30,05:00-13:00,74,76
SC24,30,08:00-16:00,103,37
SC24,30,12:00-20:00,59,100
SC24,30,14:00-22:00,47,84
SC24,30,16:00-24:00,54,54
SC25,1,00:00-08:00,9,83
SC25,1,05:00-13:00,82,31
SC25,1,08:00-16:00,74,65
SC25,1,12:00-20:00,69,89
SC25,1,14:00-22:00,26,67
SC25,1,16:00-24:00,48,55
SC25,2,00:00-08:00,60,72
SC25,2,05:00-13:00,29,59
SC25,2,08:00-16:00,56,34
SC25,2,12:00-20:00,42,35
SC25,2,14:00-22:00,62,77
SC25,2,16:00-24:00,57,63
SC25,3,00:00-08:00,77,89
SC25,3,05:00-13:00,32,72
SC25,3,08:00-16:00,32,109
SC25,3,12:00-20:00,77,85
SC25,3,14:00-22:00,109,96
SC25,3,16:00-24:00,23,38
SC25,4,00:00-08:00,62,115
SC25,4,05:00-13:00,28,76
SC25,4,08:00-16:00,107,61
SC25,4,12:00-20:00,45,60
SC25,4,14:00-22:00,78,62
SC25,4,16:00-24:00,57,56
SC25,5,00:00-08:00,35,105
SC25,5,05:00-13:00,66,97
SC25,5,08:00-16:00,65,30
SC25,5,12:00-20:00,36,105
SC25,5,14:00-22:00,48,38
SC25,5,16:00-24:00,9,38
SC25,6,00:00-08:00,62,57
SC25,6,05:00-13:00,84,41
SC25,6,08:00-16:00,37,8
SC25,6,12:00-20:00,40,50
SC25,6,14:00-22:00,61,79
SC25,6,16:00-24:00,38,62
SC25,7,00:00-08:00,94,86
SC25,7,05:00-13:00,33,60
SC25,7,08:00-16:00,70,63
SC25,7,12:00-20:00,57,61
SC25,7,14:00-22:00,98,116
SC25,7,16:00-24:00,108,87
SC25,8,00:00-08:00,98,89
SC25,8,05:00-13:00,86,57
SC25,8,08:00-16:00,34,35
SC25,8,12:00-20:00,46,42
SC25,8,14:00-22:00,41,44
SC25,8,16:00-24:00,43,92
SC25,9,00:00-08:00,82,7
SC25,9,05:00-13:00,17,90
SC25,9,08:00-16:00,83,95
SC25,9,12:00-20:00,18,75
SC25,9,14:00-22:00,40,58
SC25,9,16:00-24:00,64,28
SC25,10,00:00-08:00,26,72
SC25,10,05:00-13:00,104,12
SC25,10,08:00-16:00,77,85
SC25,10,12:00-20:00,91,22
SC25,10,14:00-22:00,36,68
SC25,10,16:00-24:00,36,93
SC25,11,00:00-08:00,31,56
SC25,11,05:00-13:00,76,91
SC25,11,08:00-16:00,76,20
SC25,11,12:00-20:00,52,51
SC25,11,14:00-22:00,37,54
SC25,11,16:00-24:00,71,60
SC25,12,00:00-08:00,20,58
SC25,12,05:00-13:00,93,66
SC25,12,08:00-16:00,72,96
SC25,12,12:00-20:00,12,96
SC25,12,14:00-22:00,52,47
SC25,12,16:00-24:00,67,74
SC25,13,00:00-08:00,86,68
SC25,13,05:00-13:00,96,72
SC25,13,08:00-16:00,95,74
SC25,13,12:00-20:00,50,63
SC25,13,14:00-22:00,26,26
SC25,13,16:00-24:00,32,82
SC25,14,00:00-08:00,105,71
SC25,14,05:00-13:00,36,41
SC25,14,08:00-16:00,53,51
SC25,14,12:00-20:00,112,68
SC25,14,14:00-22:00,97,55
SC25,14,16:00-24:00,50,60
SC25,15,00:00-08:00,62,96
SC25,15,05:00-13:00,37,52
SC25,15,08:00-16:00,78,39
SC25,15,12:00-20:00,33,52
SC25,15,14:00-22:00,58,84
SC25,15,16:00-24:00,26,65
SC25,16,00:00-08:00,75,74
SC25,16,05:00-13:00,71,59
SC25,16,08:00-16:00,36,55
SC25,16,12:00-20:00,92,68
SC25,16,14:00-22:00,86,38
SC25,16,16:00-24:00,84,83
SC25,17,00:00-08:00,77,72
SC25,17,05:00-13:00,43,65
SC25,17,08:00-16:00,75,85
SC25,17,12:00-20:00,79,15
SC25,17,14:00-22:00,20,64
SC25,17,16:00-24:00,26,40
SC25,18,00:00-08:00,44,32
SC25,18,05:00-13:00,61,94
SC25,18,08:00-16:00,93,50
SC25,18,12:00-20:00,48,89
SC25,18,14:00-22:00,91,22
SC25,18,16:00-24:00,77,95
SC25,19,00:00-08:00,43,58
SC25,19,05:00-13:00,108,62
SC25,19,08:00-16:00,67,92
SC25,19,12:00-20:00,108,75
SC25,19,14:00-22:00,85,4
SC25,19,16:00-24:00,62,58
SC25,20,00:00-08:00,64,25
SC25,20,05:00-13:00,22,93
SC25,20,08:00-16:00,19,110
SC25,20,12:00-20:00,73,84
SC25,20,14:00-22:00,33,28
SC25,20,16:00-24:00,17,88
SC25,21,00:00-08:00,67,44
SC25,21,05:00-13:00,41,60
SC25,21,08:00-16:00,29,22
SC25,21,12:00-20:00,59,87
SC25,21,14:00-22:00,15,89
SC25,21,16:00-24:00,76,69
SC25,22,00:00-08:00,48,40
SC25,22,05:00-13:00,31,32
SC25,22,08:00-16:00,45,91
SC25,22,12:00-20:00,16,100
SC25,22,14:00-22:00,51,57
SC25,22,16:00-24:00,73,55
SC25,23,00:00-08:00,58,91
SC25,23,05:00-13:00,102,66
SC25,23,08:00-16:00,47,37
SC25,23,12:00-20:00,22,41
SC25,23,14:00-22:00,75,95
SC25,23,16:00-24:00,3,91
SC25,24,00:00-08:00,31,27
SC25,24,05:00-13:00,54,40
SC25,24,08:00-16:00,80,112
SC25,24,12:00-20:00,69,42
SC25,24,14:00-22:00,55,68
SC25,24,16:00-24:00,38,39
SC25,25,00:00-08:00,38,66
SC25,25,05:00-13:00,50,54
SC25,25,08:00-16:00,68,31
SC25,25,12:00-20:00,49,19
SC25,25,14:00-22:00,24,52
SC25,25,16:00-24:00,65,108
SC25,26,00:00-08:00,64,87
SC25,26,05:00-13:00,31,50
SC25,26,08:00-16:00,88,68
SC25,26,12:00-20:00,90,67
SC25,26,14:00-22:00,71,68
SC25,26,16:00-24:00,91,20
SC25,27,00:00-08:00,62,65
SC25,27,05:00-13:00,95,104
SC25,27,08:00-16:00,68,68
SC25,27,12:00-20:00,51,52
SC25,27,14:00-22:00,40,45
SC25,27,16:00-24:00,82,73
SC25,28,00:00-08:00,52,38
SC25,28,05:00-13:00,29,106
SC25,28,08:00-16:00,67,77
SC25,28,12:00-20:00,100,54
SC25,28,14:00-22:00,84,41
SC25,28,16:00-24:00,30,86
SC25,29,00:00-08:00,74,78
SC25,29,05:00-13:00,3,42
SC25,29,08:00-16:00,62,95
SC25,29,12:00-20:00,28,71
SC25,29,14:00-22:00,69,69
SC25,29,16:00-24:00,23,57
SC25,30,00:00-08:00,25,57
SC25,30,05:00-13:00,74,76
SC25,30,08:00-16:00,103,37
SC25,30,12:00-20:00,59,100
SC25,30,14:00-22:00,47,84
SC25,30,16:00-24:00,54,54
SC26,1,00:00-08:00,9,83
SC26,1,05:00-13:00,82,31
SC26,1,08:00-16:00,74,65
SC26,1,12:00-20:00,69,89
SC26,1,14:00-22:00,26,67
SC26,1,16:00-24:00,48,55
SC26,2,00:00-08:00,60,72
SC26,2,05:00-13:00,29,59
SC26,2,08:00-16:00,56,34
SC26,2,12:00-20:00,42,35
SC26,2,14:00-22:00,62,77
SC26,2,16:00-24:00,57,63
SC26,3,00:00-08:00,77,89
SC26,3,05:00-13:00,32,72
SC26,3,08:00-16:00,32,109
SC26,3,12:00-20:00,77,85
SC26,3,14:00-22:00,109,96
SC26,3,16:00-24:00,23,38
SC26,4,00:00-08:00,62,115
SC26,4,05:00-13:00,28,76
SC26,4,08:00-16:00,107,61
SC26,4,12:00-20:00,45,60
SC26,4,14:00-22:00,78,62
SC26,4,16:00-24:00,57,56
SC26,5,00:00-08:00,35,105
SC26,5,05:00-13:00,66,97
SC26,5,08:00-16:00,65,30
SC26,5,12:00-20:00,36,105
SC26,5,14:00-22:00,48,38
SC26,5,16:00-24:00,9,38
SC26,6,00:00-08:00,62,57
SC26,6,05:00-13:00,84,41
SC26,6,08:00-16:00,37,8
SC26,6,12:00-20:00,40,50
SC26,6,14:00-22:00,61,79
SC26,6,16:00-24:00,38,62
SC26,7,00:00-08:00,94,86
SC26,7,05:00-13:00,33,60
SC26,7,08:00-16:00,70,63
SC26,7,12:00-20:00,57,61
SC26,7,14:00-22:00,98,116
SC26,7,16:00-24:00,108,87
SC26,8,00:00-08:00,98,89
SC26,8,05:00-13:00,86,57
SC26,8,08:00-16:00,34,35
SC26,8,12:00-20:00,46,42
SC26,8,14:00-22:00,41,44
SC26,8,16:00-24:00,43,92
SC26,9,00:00-08:00,82,7
SC26,9,05:00-13:00,17,90
SC26,9,08:00-16:00,83,95
SC26,9,12:00-20:00,18,75
SC26,9,14:00-22:00,40,58
SC26,9,16:00-24:00,64,28
SC26,10,00:00-08:00,26,72
SC26,10,05:00-13:00,104,12
SC26,10,08:00-16:00,77,85
SC26,10,12:00-20:00,91,22
SC26,10,14:00-22:00,36,68
SC26,10,16:00-24:00,36,93
SC26,11,00:00-08:00,31,56
SC26,11,05:00-13:00,76,91
SC26,11,08:00-16:00,76,20
SC26,11,12:00-20:00,52,51
SC26,11,14:00-22:00,37,54
SC26,11,16:00-24:00,71,60
SC26,12,00:00-08:00,20,58
SC26,12,05:00-13:00,93,66
SC26,12,08:00-16:00,72,96
SC26,12,12:00-20:00,12,96
SC26,12,14:00-22:00,52,47
SC26,12,16:00-24:00,67,74
SC26,13,00:00-08:00,86,68
SC26,13,05:00-13:00,96,72
SC26,13,08:00-16:00,95,74
SC26,13,12:00-20:00,50,63
SC26,13,14:00-22:00,26,26
SC26,13,16:00-24:00,32,82
SC26,14,00:00-08:00,105,71
SC26,14,05:00-13:00,36,41
SC26,14,08:00-16:00,53,51
SC26,14,12:00-20:00,112,68
SC26,14,14:00-22:00,97,55
SC26,14,16:00-24:00,50,60
SC26,15,00:00-08:00,62,96
SC26,15,05:00-13:00,37,52
SC26,15,08:00-16:00,78,39
SC26,15,12:00-20:00,33,52
SC26,15,14:00-22:00,58,84
SC26,15,16:00-24:00,26,65
SC26,16,00:00-08:00,75,74
SC26,16,05:00-13:00,71,59
SC26,16,08:00-16:00,36,55
SC26,16,12:00-20:00,92,68
SC26,16,14:00-22:00,86,38
SC26,16,16:00-24:00,84,83
SC26,17,00:00-08:00,77,72
SC26,17,05:00-13:00,43,65
SC26,17,08:00-16:00,75,85
SC26,17,12:00-20:00,79,15
SC26,17,14:00-22:00,20,64
SC26,17,16:00-24:00,26,40
SC26,18,00:00-08:00,44,32
SC26,18,05:00-13:00,61,94
SC26,18,08:00-16:00,93,50
SC26,18,12:00-20:00,48,89
SC26,18,14:00-22:00,91,22
SC26,18,16:00-24:00,77,95
SC26,19,00:00-08:00,43,58
SC26,19,05:00-13:00,108,62
SC26,19,08:00-16:00,67,92
SC26,19,12:00-20:00,108,75
SC26,19,14:00-22:00,85,4
SC26,19,16:00-24:00,62,58
SC26,20,00:00-08:00,64,25
SC26,20,05:00-13:00,22,93
SC26,20,08:00-16:00,19,110
SC26,20,12:00-20:00,73,84
SC26,20,14:00-22:00,33,28
SC26,20,16:00-24:00,17,88
SC26,21,00:00-08:00,67,44
SC26,21,05:00-13:00,41,60
SC26,21,08:00-16:00,29,22
SC26,21,12:00-20:00,59,87
SC26,21,14:00-22:00,15,89
SC26,21,16:00-24:00,76,69
SC26,22,00:00-08:00,48,40
SC26,22,05:00-13:00,31,32
SC26,22,08:00-16:00,45,91
SC26,22,12:00-20:00,16,100
SC26,22,14:00-22:00,51,57
SC26,22,16:00-24:00,73,55
SC26,23,00:00-08:00,58,91
SC26,23,05:00-13:00,102,66
SC26,23,08:00-16:00,47,37
SC26,23,12:00-20:00,22,41
SC26,23,14:00-22:00,75,95
SC26,23,16:00-24:00,3,91
SC26,24,00:00-08:00,31,27
SC26,24,05:00-13:00,54,40
SC26,24,08:00-16:00,80,112
SC26,24,12:00-20:00,69,42
SC26,24,14:00-22:00,55,68
SC26,24,16:00-24:00,38,39
SC26,25,00:00-08:00,38,66
SC26,25,05:00-13:00,50,54
SC26,25,08:00-16:00,68,31
SC26,25,12:00-20:00,49,19
SC26,25,14:00-22:00,24,52
SC26,25,16:00-24:00,65,108
SC26,26,00:00-08:00,64,87
SC26,26,05:00-13:00,31,50
SC26,26,08:00-16:00,88,68
SC26,26,12:00-20:00,90,67
SC26,26,14:00-22:00,71,68
SC26,26,16:00-24:00,91,20
SC26,27,00:00-08:00,62,65
SC26,27,05:00-13:00,95,104
SC26,27,08:00-16:00,68,68
SC26,27,12:00-20:00,51,52
SC26,27,14:00-22:00,40,45
SC26,27,16:00-24:00,82,73
SC26,28,00:00-08:00,52,38
SC26,28,05:00-13:00,29,106
SC26,28,08:00-16:00,67,77
SC26,28,12:00-20:00,100,54
SC26,28,14:00-22:00,84,41
SC26,28,16:00-24:00,30,86
SC26,29,00:00-08:00,74,78
SC26,29,05:00-13:00,3,42
SC26,29,08:00-16:00,62,95
SC26,29,12:00-20:00,28,71
SC26,29,14:00-22:00,69,69
SC26,29,16:00-24:00,23,57
SC26,30,00:00-08:00,25,57
SC26,30,05:00-13:00,74,76
SC26,30,08:00-16:00,103,37
SC26,30,12:00-20:00,59,100
SC26,30,14:00-22:00,47,84
SC26,30,16:00-24:00,54,54
SC27,1,00:00-08:00,9,83
SC27,1,05:00-13:00,82,31
SC27,1,08:00-16:00,74,65
SC27,1,12:00-20:00,69,89
SC27,1,14:00-22:00,26,67
SC27,1,16:00-24:00,48,55
SC27,2,00:00-08:00,60,72
SC27,2,05:00-13:00,29,59
SC27,2,08:00-16:00,56,34
SC27,2,12:00-20:00,42,35
SC27,2,14:00-22:00,62,77
SC27,2,16:00-24:00,57,63
SC27,3,00:00-08:00,77,89
SC27,3,05:00-13:00,32,72
SC27,3,08:00-16:00,32,109
SC27,3,12:00-20:00,77,85
SC27,3,14:00-22:00,109,96
SC27,3,16:00-24:00,23,38
SC27,4,00:00-08:00,62,115
SC27,4,05:00-13:00,28,76
SC27,4,08:00-16:00,107,61
SC27,4,12:00-20:00,45,60
SC27,4,14:00-22:00,78,62
SC27,4,16:00-24:00,57,56
SC27,5,00:00-08:00,35,105
SC27,5,05:00-13:00,66,97
SC27,5,08:00-16:00,65,30
SC27,5,12:00-20:00,36,105
SC27,5,14:00-22:00,48,38
SC27,5,16:00-24:00,9,38
SC27,6,00:00-08:00,62,57
SC27,6,05:00-13:00,84,41
SC27,6,08:00-16:00,37,8
SC27,6,12:00-20:00,40,50
SC27,6,14:00-22:00,61,79
SC27,6,16:00-24:00,38,62
SC27,7,00:00-08:00,94,86
SC27,7,05:00-13:00,33,60
SC27,7,08:00-16:00,70,63
SC27,7,12:00-20:00,57,61
SC27,7,14:00-22:00,98,116
SC27,7,16:00-24:00,108,87
SC27,8,00:00-08:00,98,89
SC27,8,05:00-13:00,86,57
SC27,8,08:00-16:00,34,35
SC27,8,12:00-20:00,46,42
SC27,8,14:00-22:00,41,44
SC27,8,16:00-24:00,43,92
SC27,9,00:00-08:00,82,7
SC27,9,05:00-13:00,17,90
SC27,9,08:00-16:00,83,95
SC27,9,12:00-20:00,18,75
SC27,9,14:00-22:00,40,58
SC27,9,16:00-24:00,64,28
SC27,10,00:00-08:00,26,72
SC27,10,05:00-13:00,104,12
SC27,10,08:00-16:00,77,85
SC27,10,12:00-20:00,91,22
SC27,10,14:00-22:00,36,68
SC27,10,16:00-24:00,36,93
SC27,11,00:00-08:00,31,56
SC27,11,05:00-13:00,76,91
SC27,11,08:00-16:00,76,20
SC27,11,12:00-20:00,52,51
SC27,11,14:00-22:00,37,54
SC27,11,16:00-24:00,71,60
SC27,12,00:00-08:00,20,58
SC27,12,05:00-13:00,93,66
SC27,12,08:00-16:00,72,96
SC27,12,12:00-20:00,12,96
SC27,12,14:00-22:00,52,47
SC27,12,16:00-24:00,67,74
SC27,13,00:00-08:00,86,68
SC27,13,05:00-13:00,96,72
SC27,13,08:00-16:00,95,74
SC27,13,12:00-20:00,50,63
SC27,13,14:00-22:00,26,26
SC27,13,16:00-24:00,32,82
SC27,14,00:00-08:00,105,71
SC27,14,05:00-13:00,36,41
SC27,14,08:00-16:00,53,51
SC27,14,12:00-20:00,112,68
SC27,14,14:00-22:00,97,55
SC27,14,16:00-24:00,50,60
SC27,15,00:00-08:00,62,96
SC27,15,05:00-13:00,37,52
SC27,15,08:00-16:00,78,39
SC27,15,12:00-20:00,33,52
SC27,15,14:00-22:00,58,84
SC27,15,16:00-24:00,26,65
SC27,16,00:00-08:00,75,74
SC27,16,05:00-13:00,71,59
SC27,16,08:00-16:00,36,55
SC27,16,12:00-20:00,92,68
SC27,16,14:00-22:00,86,38
SC27,16,16:00-24:00,84,83
SC27,17,00:00-08:00,77,72
SC27,17,05:00-13:00,43,65
SC27,17,08:00-16:00,75,85
SC27,17,12:00-20:00,79,15
SC27,17,14:00-22:00,20,64
SC27,17,16:00-24:00,26,40
SC27,18,00:00-08:00,44,32
SC27,18,05:00-13:00,61,94
SC27,18,08:00-16:00,93,50
SC27,18,12:00-20:00,48,89
SC27,18,14:00-22:00,91,22
SC27,18,16:00-24:00,77,95
SC27,19,00:00-08:00,43,58
SC27,19,05:00-13:00,108,62
SC27,19,08:00-16:00,67,92
SC27,19,12:00-20:00,108,75
SC27,19,14:00-22:00,85,4
SC27,19,16:00-24:00,62,58
SC27,20,00:00-08:00,64,25
SC27,20,05:00-13:00,22,93
SC27,20,08:00-16:00,19,110
SC27,20,12:00-20:00,73,84
SC27,20,14:00-22:00,33,28
SC27,20,16:00-24:00,17,88
SC27,21,00:00-08:00,67,44
SC27,21,05:00-13:00,41,60
SC27,21,08:00-16:00,29,22
SC27,21,12:00-20:00,59,87
SC27,21,14:00-22:00,15,89
SC27,21,16:00-24:00,76,69
SC27,22,00:00-08:00,48,40
SC27,22,05:00-13:00,31,32
SC27,22,08:00-16:00,45,91
SC27,22,12:00-20:00,16,100
SC27,22,14:00-22:00,51,57
SC27,22,16:00-24:00,73,55
SC27,23,00:00-08:00,58,91
SC27,23,05:00-13:00,102,66
SC27,23,08:00-16:00,47,37
SC27,23,12:00-20:00,22,41
SC27,23,14:00-22:00,75,95
SC27,23,16:00-24:00,3,91
SC27,24,00:00-08:00,31,27
SC27,24,05:00-13:00,54,40
SC27,24,08:00-16:00,80,112
SC27,24,12:00-20:00,69,42
SC27,24,14:00-22:00,55,68
SC27,24,16:00-24:00,38,39
SC27,25,00:00-08:00,38,66
SC27,25,05:00-13:00,50,54
SC27,25,08:00-16:00,68,31
SC27,25,12:00-20:00,49,19
SC27,25,14:00-22:00,24,52
SC27,25,16:00-24:00,65,108
SC27,26,00:00-08:00,64,87
SC27,26,05:00-13:00,31,50
SC27,26,08:00-16:00,88,68
SC27,26,12:00-20:00,90,67
SC27,26,14:00-22:00,71,68
SC27,26,16:00-24:00,91,20
SC27,27,00:00-08:00,62,65
SC27,27,05:00-13:00,95,104
SC27,27,08:00-16:00,68,68
SC27,27,12:00-20:00,51,52
SC27,27,14:00-22:00,40,45
SC27,27,16:00-24:00,82,73
SC27,28,00:00-08:00,52,38
SC27,28,05:00-13:00,29,106
SC27,28,08:00-16:00,67,77
SC27,28,12:00-20:00,100,54
SC27,28,14:00-22:00,84,41
SC27,28,16:00-24:00,30,86
SC27,29,00:00-08:00,74,78
SC27,29,05:00-13:00,3,42
SC27,29,08:00-16:00,62,95
SC27,29,12:00-20:00,28,71
SC27,29,14:00-22:00,69,69
SC27,29,16:00-24:00,23,57
SC27,30,00:00-08:00,25,57
SC27,30,05:00-13:00,74,76
SC27,30,08:00-16:00,103,37
SC27,30,12:00-20:00,59,100
SC27,30,14:00-22:00,47,84
SC27,30,16:00-24:00,54,54
SC28,1,00:00-08:00,9,83
SC28,1,05:00-13:00,82,31
SC28,1,08:00-16:00,74,65
SC28,1,12:00-20:00,69,89
SC28,1,14:00-22:00,26,67
SC28,1,16:00-24:00,48,55
SC28,2,00:00-08:00,60,72
SC28,2,05:00-13:00,29,59
SC28,2,08:00-16:00,56,34
SC28,2,12:00-20:00,42,35
SC28,2,14:00-22:00,62,77
SC28,2,16:00-24:00,57,63
SC28,3,00:00-08:00,77,89
SC28,3,05:00-13:00,32,72
SC28,3,08:00-16:00,32,109
SC28,3,12:00-20:00,77,85
SC28,3,14:00-22:00,109,96
SC28,3,16:00-24:00,23,38
SC28,4,00:00-08:00,62,115
SC28,4,05:00-13:00,28,76
SC28,4,08:00-16:00,107,61
SC28,4,12:00-20:00,45,60
SC28,4,14:00-22:00,78,62
SC28,4,16:00-24:00,57,56
SC28,5,00:00-08:00,35,105
SC28,5,05:00-13:00,66,97
SC28,5,08:00-16:00,65,30
SC28,5,12:00-20:00,36,105
SC28,5,14:00-22:00,48,38
SC28,5,16:00-24:00,9,38
SC28,6,00:00-08:00,62,57
SC28,6,05:00-13:00,84,41
SC28,6,08:00-16:00,37,8
SC28,6,12:00-20:00,40,50
SC28,6,14:00-22:00,61,79
SC28,6,16:00-24:00,38,62
SC28,7,00:00-08:00,94,86
SC28,7,05:00-13:00,33,60
SC28,7,08:00-16:00,70,63
SC28,7,12:00-20:00,57,61
SC28,7,14:00-22:00,98,116
SC28,7,16:00-24:00,108,87
SC28,8,00:00-08:00,98,89
SC28,8,05:00-13:00,86,57
SC28,8,08:00-16:00,34,35
SC28,8,12:00-20:00,46,42
SC28,8,14:00-22:00,41,44
SC28,8,16:00-24:00,43,92
SC28,9,00:00-08:00,82,7
SC28,9,05:00-13:00,17,90
SC28,9,08:00-16:00,83,95
SC28,9,12:00-20:00,18,75
SC28,9,14:00-22:00,40,58
SC28,9,16:00-24:00,64,28
SC28,10,00:00-08:00,26,72
SC28,10,05:00-13:00,104,12
SC28,10,08:00-16:00,77,85
SC28,10,12:00-20:00,91,22
SC28,10,14:00-22:00,36,68
SC28,10,16:00-24:00,36,93
SC28,11,00:00-08:00,31,56
SC28,11,05:00-13:00,76,91
SC28,11,08:00-16:00,76,20
SC28,11,12:00-20:00,52,51
SC28,11,14:00-22:00,37,54
SC28,11,16:00-24:00,71,60
SC28,12,00:00-08:00,20,58
SC28,12,05:00-13:00,93,66
SC28,12,08:00-16:00,72,96
SC28,12,12:00-20:00,12,96
SC28,12,14:00-22:00,52,47
SC28,12,16:00-24:00,67,74
SC28,13,00:00-08:00,86,68
SC28,13,05:00-13:00,96,72
SC28,13,08:00-16:00,95,74
SC28,13,12:00-20:00,50,63
SC28,13,14:00-22:00,26,26
SC28,13,16:00-24:00,32,82
SC28,14,00:00-08:00,105,71
SC28,14,05:00-13:00,36,41
SC28,14,08:00-16:00,53,51
SC28,14,12:00-20:00,112,68
SC28,14,14:00-22:00,97,55
SC28,14,16:00-24:00,50,60
SC28,15,00:00-08:00,62,96
SC28,15,05:00-13:00,37,52
