分拣中心,日期,小时,货量,
SC25,2023-12-25,14,100.1964753,
SC25,2023-12-25,15,101.4945937,
SC25,2023-12-25,16,103.2488078,
SC25,2023-12-25,17,135.2456731,
SC25,2023-12-25,18,142.0169395,
SC25,2023-12-25,19,185.7670393,
SC25,2023-12-25,20,209.3436769,
SC25,2023-12-25,21,217.7989888,
SC25,2023-12-25,22,220.5355628,
SC25,2023-12-25,23,192.1874629,
SC25,2023-12-26,0,160.7353454,
SC25,2023-12-26,1,100.2412156,
SC25,2023-12-26,2,69.39624352,
SC25,2023-12-26,3,94.78970968,
SC25,2023-12-26,4,96.23172092,
SC25,2023-12-26,5,57.12156251,
SC25,2023-12-26,6,53.67480394,
SC25,2023-12-26,7,60.70900509,
SC25,2023-12-26,8,72.06923996,
SC25,2023-12-26,9,76.07873462,
SC25,2023-12-26,10,69.22038849,
SC25,2023-12-26,11,74.07398729,
SC25,2023-12-26,12,63.59302757,
SC25,2023-12-26,13,117.2991534,
SC25,2023-12-26,14,91.2022671,
SC25,2023-12-26,15,108.1195209,
SC25,2023-12-26,16,110.4056362,
SC25,2023-12-26,17,117.3343244,
SC25,2023-12-26,18,128.2021652,
SC25,2023-12-26,19,194.81605,
SC25,2023-12-26,20,206.809363,
SC25,2023-12-26,21,211.9795008,
SC25,2023-12-26,22,185.9529566,
SC25,2023-12-26,23,172.1307513,
SC25,2023-12-27,0,163.9616105,
SC25,2023-12-27,1,91.29507303,
SC25,2023-12-27,2,72.57312669,
SC25,2023-12-27,3,89.77898322,
SC25,2023-12-27,4,97.18314279,
SC25,2023-12-27,5,58.99883415,
SC25,2023-12-27,6,53.74540664,
SC25,2023-12-27,7,64.35803536,
SC25,2023-12-27,8,73.17251104,
SC25,2023-12-27,9,67.14340968,
SC25,2023-12-27,10,66.50876743,
SC25,2023-12-27,11,62.84194554,
SC25,2023-12-27,12,64.60484068,
SC25,2023-12-27,13,108.7477349,
SC25,2023-12-27,14,113.6838412,
SC25,2023-12-27,15,103.3180179,
SC25,2023-12-27,16,89.81424112,
SC25,2023-12-27,17,162.2692311,
SC25,2023-12-27,18,167.6284324,
SC25,2023-12-27,19,183.8823255,
SC25,2023-12-27,20,208.6686311,
SC25,2023-12-27,21,220.6210601,
SC25,2023-12-27,22,224.287882,
SC25,2023-12-27,23,199.5368343,
SC25,2023-12-28,0,163.2444309,
SC25,2023-12-28,1,92.02428649,
SC25,2023-12-28,2,93.01394606,
SC25,2023-12-28,3,97.64413908,
SC25,2023-12-28,4,92.16566643,
SC25,2023-12-28,5,59.47155544,
SC25,2023-12-28,6,53.63963294,
SC25,2023-12-28,7,61.27414966,
SC25,2023-12-28,8,74.31644908,
SC25,2023-12-28,9,77.78025759,
SC25,2023-12-28,10,73.25609953,
SC25,2023-12-28,11,73.29144452,
SC25,2023-12-28,12,77.10870288,
SC25,2023-12-28,13,125.814092,
SC25,2023-12-28,14,96.54844455,
SC25,2023-12-28,15,93.82688072,
SC25,2023-12-28,16,100.4363929,
SC25,2023-12-28,17,139.4926011,
SC25,2023-12-28,18,183.3910723,
SC25,2023-12-28,19,183.1790024,
SC25,2023-12-28,20,225.1334994,
SC25,2023-12-28,21,236.6913094,
SC25,2023-12-28,22,230.0111073,
SC25,2023-12-28,23,201.5230495,
SC25,2023-12-29,0,155.0821958,
SC25,2023-12-29,1,106.7880243,
SC25,2023-12-29,2,96.54810088,
SC25,2023-12-29,3,89.07189383,
SC25,2023-12-29,4,102.0755336,
SC25,2023-12-29,5,56.9348332,
SC25,2023-12-29,6,53.63963294,
SC25,2023-12-29,7,64.19844669,
SC25,2023-12-29,8,73.72972487,
SC25,2023-12-29,9,71.81638278,
SC25,2023-12-29,10,68.16685991,
SC25,2023-12-29,11,72.48959574,
SC25,2023-12-29,12,80.00123504,
SC25,2023-12-29,13,111.2170569,
SC25,2023-12-29,14,113.9807732,
SC25,2023-12-29,15,112.5280505,
SC25,2023-12-29,16,120.0751221,
SC25,2023-12-29,17,153.5231764,
SC25,2023-12-29,18,146.3304274,
SC25,2023-12-29,19,151.5389698,
SC25,2023-12-29,20,203.73069,
SC25,2023-12-29,21,231.4741503,
SC25,2023-12-29,22,246.1431063,
SC25,2023-12-29,23,223.00584,
SC25,2023-12-30,0,190.9234173,
SC25,2023-12-30,1,102.0530348,
SC25,2023-12-30,2,96.3343571,
SC25,2023-12-30,3,94.8070084,
SC25,2023-12-30,4,93.91901497,
SC25,2023-12-30,5,65.29010675,
SC25,2023-12-30,6,53.63963294,
SC25,2023-12-30,7,61.91573171,
SC25,2023-12-30,8,72.35853446,
SC25,2023-12-30,9,68.23824494,
SC25,2023-12-30,10,71.89677788,
SC25,2023-12-30,11,69.97871207,
SC25,2023-12-30,12,78.68104769,
SC25,2023-12-30,13,118.6407521,
SC25,2023-12-30,14,114.9466994,
SC25,2023-12-30,15,119.1735481,
SC25,2023-12-30,16,103.2607059,
SC25,2023-12-30,17,132.6710483,
SC25,2023-12-30,18,153.3435354,
SC25,2023-12-30,19,198.7022398,
SC25,2023-12-30,20,208.5767267,
SC25,2023-12-30,21,230.705523,
SC25,2023-12-30,22,223.7436545,
SC25,2023-12-30,23,189.8223055,
SC26,2023-12-1,0,0,
SC26,2023-12-1,1,0.357399075,
SC26,2023-12-1,2,87.8198192,
SC26,2023-12-1,3,81.70240985,
SC26,2023-12-1,4,77.65169285,
SC26,2023-12-1,5,101.377321,
SC26,2023-12-1,6,24.82703646,
SC26,2023-12-1,7,38.13653518,
SC26,2023-12-1,8,20.61098408,
SC26,2023-12-1,9,85.50512377,
SC26,2023-12-1,10,47.64331997,
SC26,2023-12-1,11,8.541500767,
SC26,2023-12-1,12,24.24836261,
SC26,2023-12-1,13,48.80066769,
SC26,2023-12-1,14,23.25635028,
SC26,2023-12-1,15,18.46162404,
SC26,2023-12-1,16,49.37934154,
SC26,2023-12-1,17,57.06743707,
SC26,2023-12-1,18,21.85099948,
SC26,2023-12-1,19,21.02432255,
SC26,2023-12-1,20,13.22641978,
SC26,2023-12-1,21,0,
SC26,2023-12-1,22,0,
SC26,2023-12-1,23,0,
SC26,2023-12-2,0,0,
SC26,2023-12-2,1,0,
SC26,2023-12-2,2,0.925687084,
SC26,2023-12-2,3,13.30702424,
SC26,2023-12-2,4,26.275415,
SC26,2023-12-2,5,38.45074524,
SC26,2023-12-2,6,45.39546591,
SC26,2023-12-2,7,40.41160755,
SC26,2023-12-2,8,39.92139197,
SC26,2023-12-2,9,33.95710245,
SC26,2023-12-2,10,36.40818033,
SC26,2023-12-2,11,0,
SC26,2023-12-2,12,16.96296244,
SC26,2023-12-2,13,27.50259735,
SC26,2023-12-2,14,55.52658784,
SC26,2023-12-2,15,18.43360918,
SC26,2023-12-2,16,20.88468706,
SC26,2023-12-2,17,31.34261937,
SC26,2023-12-2,18,61.08236438,
SC26,2023-12-2,19,0,
SC26,2023-12-2,20,0,
SC26,2023-12-2,21,0,
SC26,2023-12-2,22,0,
SC26,2023-12-2,23,0,
SC26,2023-12-3,0,0,
SC26,2023-12-3,1,0,
SC26,2023-12-3,2,0,
SC26,2023-12-3,3,0,
SC26,2023-12-3,4,0,
SC26,2023-12-3,5,0,
SC26,2023-12-3,6,0,
SC26,2023-12-3,7,24.59373951,
SC26,2023-12-3,8,48.42688646,
SC26,2023-12-3,9,42.40759337,
SC26,2023-12-3,10,46.5560251,
SC26,2023-12-3,11,6.129151257,
SC26,2023-12-3,12,24.75642311,
SC26,2023-12-3,13,64.20719536,
SC26,2023-12-3,14,41.2688082,
SC26,2023-12-3,15,21.17738398,
SC26,2023-12-3,16,35.16817331,
SC26,2023-12-3,17,38.50318705,
SC26,2023-12-3,18,24.75642311,
SC26,2023-12-3,19,4.502315289,
SC26,2023-12-3,20,0,
SC26,2023-12-3,21,0,
SC26,2023-12-3,22,0,
SC26,2023-12-3,23,0,
SC26,2023-12-4,0,0,
SC26,2023-12-4,1,0,
SC26,2023-12-4,2,0,
SC26,2023-12-4,3,0,
SC26,2023-12-4,4,0,
SC26,2023-12-4,5,0,
SC26,2023-12-4,6,1.74863367,
SC26,2023-12-4,7,29.56248416,
SC26,2023-12-4,8,52.77614017,
SC26,2023-12-4,9,44.5783106,
SC26,2023-12-4,10,37.92264699,
SC26,2023-12-4,11,9.757826587,
SC26,2023-12-4,12,20.63415493,
SC26,2023-12-4,13,37.43564721,
SC26,2023-12-4,14,33.70198226,
SC26,2023-12-4,15,29.56248416,
SC26,2023-12-4,16,37.43564721,
SC26,2023-12-4,17,36.86748081,
SC26,2023-12-4,18,34.27014867,
SC26,2023-12-4,19,7.809827487,
SC26,2023-12-4,20,0,
SC26,2023-12-4,21,0,
SC26,2023-12-4,22,0,
SC26,2023-12-4,23,0,
SC26,2023-12-5,0,0,
SC26,2023-12-5,1,0,
SC26,2023-12-5,2,0,
SC26,2023-12-5,3,0,
SC26,2023-12-5,4,0,
SC26,2023-12-5,5,0,
SC26,2023-12-5,6,0.918896811,
SC26,2023-12-5,7,26.27035176,
SC26,2023-12-5,8,47.66716439,
SC26,2023-12-5,9,47.99135852,
SC26,2023-12-5,10,48.63974678,
SC26,2023-12-5,11,17.84130436,
SC26,2023-12-5,12,17.76025582,
SC26,2023-12-5,13,32.8352829,
SC26,2023-12-5,14,25.54091496,
SC26,2023-12-5,15,23.83889577,
SC26,2023-12-5,16,29.1070504,
SC26,2023-12-5,17,31.37640932,
SC26,2023-12-5,18,23.19050751,
SC26,2023-12-5,19,0,
SC26,2023-12-5,20,0,
SC26,2023-12-5,21,0,
SC26,2023-12-5,22,0,
SC26,2023-12-5,23,0,
SC26,2023-12-6,0,0,
SC26,2023-12-6,1,0,
SC26,2023-12-6,2,0,
SC26,2023-12-6,3,0,
SC26,2023-12-6,4,0,
SC26,2023-12-6,5,12.88191692,
SC26,2023-12-6,6,25.54646344,
SC26,2023-12-6,7,35.45973569,
SC26,2023-12-6,8,41.93557842,
SC26,2023-12-6,9,48.49236918,
SC26,2023-12-6,10,48.24952508,
SC26,2023-12-6,11,9.556364767,
SC26,2023-12-6,12,27.44588031,
SC26,2023-12-6,13,36.18826799,
SC26,2023-12-6,14,37.56438457,
SC26,2023-12-6,15,31.57423005,
SC26,2023-12-6,16,25.7459716,
SC26,2023-12-6,17,33.19319073,
SC26,2023-12-6,18,32.14086629,
SC26,2023-12-6,19,0,
SC26,2023-12-6,20,0,
SC26,2023-12-6,21,0,
SC26,2023-12-6,22,0,
SC26,2023-12-6,23,0,
SC26,2023-12-7,0,0,
SC26,2023-12-7,1,0,
SC26,2023-12-7,2,0,
SC26,2023-12-7,3,0,
SC26,2023-12-7,4,0,
SC26,2023-12-7,5,0,
SC26,2023-12-7,6,13.77432,
SC26,2023-12-7,7,35.33146697,
SC26,2023-12-7,8,49.64245021,
SC26,2023-12-7,9,46.73174176,
SC26,2023-12-7,10,49.15733214,
SC26,2023-12-7,11,7.679736637,
SC26,2023-12-7,12,24.49716328,
SC26,2023-12-7,13,41.96141401,
SC26,2023-12-7,14,33.39099467,
SC26,2023-12-7,15,29.83346211,
SC26,2023-12-7,16,27.08445968,
SC26,2023-12-7,17,31.77393441,
SC26,2023-12-7,18,21.50560181,
SC26,2023-12-7,19,0,
SC26,2023-12-7,20,0,
SC26,2023-12-7,21,0,
SC26,2023-12-7,22,1.700564234,
SC26,2023-12-7,23,4.419848227,
SC26,2023-12-8,0,7.011649557,
SC26,2023-12-8,1,9.714003447,
SC26,2023-12-8,2,12.72944088,
SC26,2023-12-8,3,16.27128197,
SC26,2023-12-8,4,20.55284686,
SC26,2023-12-8,5,25.78745569,
SC26,2023-12-8,6,32.18842859,
SC26,2023-12-8,7,39.96908568,
SC26,2023-12-8,8,47.15670312,
SC26,2023-12-8,9,49.09493703,
SC26,2023-12-8,10,43.52251453,
SC26,2023-12-8,11,5.323154467,
SC26,2023-12-8,12,25.43233133,
SC26,2023-12-8,13,32.7007085,
SC26,2023-12-8,14,37.86933228,
SC26,2023-12-8,15,29.87411738,
SC26,2023-12-8,16,26.23992879,
SC26,2023-12-8,17,34.9619814,
SC26,2023-12-8,18,29.06651992,
SC26,2023-12-8,19,0,
SC26,2023-12-8,20,0,
SC26,2023-12-8,21,0,
SC26,2023-12-8,22,0,
SC26,2023-12-8,23,0,
SC26,2023-12-9,0,0,
SC26,2023-12-9,1,0,
SC26,2023-12-9,2,0,
SC26,2023-12-9,3,0,
SC26,2023-12-9,4,0,
SC26,2023-12-9,5,0,
SC26,2023-12-9,6,11.37785408,
SC26,2023-12-9,7,30.07618482,
SC26,2023-12-9,8,46.37093751,
SC26,2023-12-9,9,37.65889152,
SC26,2023-12-9,10,40.80490813,
SC26,2023-12-9,11,19.42812861,
SC26,2023-12-9,12,19.02479315,
SC26,2023-12-9,13,33.86753817,
SC26,2023-12-9,14,36.28755095,
SC26,2023-12-9,15,31.3668583,
SC26,2023-12-9,16,31.4475254,
SC26,2023-12-9,17,36.61021932,
SC26,2023-12-9,18,30.47952029,
SC26,2023-12-9,19,0,
SC26,2023-12-9,20,0,
SC26,2023-12-9,21,0,
SC26,2023-12-9,22,0,
SC26,2023-12-9,23,0,
SC26,2023-12-10,0,0,
SC26,2023-12-10,1,0,
SC26,2023-12-10,2,0,
SC26,2023-12-10,3,0,
SC26,2023-12-10,4,0,
SC26,2023-12-10,5,0,
SC26,2023-12-10,6,0,
SC26,2023-12-10,7,23.91240923,
SC26,2023-12-10,8,65.97240257,
SC26,2023-12-10,9,52.43585299,
SC26,2023-12-10,10,45.1035553,
SC26,2023-12-10,11,17.94988144,
SC26,2023-12-10,12,16.66068624,
SC26,2023-12-10,13,35.91803951,
SC26,2023-12-10,14,29.71378762,
SC26,2023-12-10,15,24.07355863,
SC26,2023-12-10,16,25.28217913,
SC26,2023-12-10,17,26.24907553,
SC26,2023-12-10,18,21.17286943,
SC26,2023-12-10,19,0,
SC26,2023-12-10,20,0,
SC26,2023-12-10,21,0,
SC26,2023-12-10,22,0,
SC26,2023-12-10,23,0,
SC26,2023-12-11,0,0,
SC26,2023-12-11,1,0,
SC26,2023-12-11,2,101.866892,
SC26,2023-12-11,3,103.1546114,
SC26,2023-12-11,4,76.2734695,
SC26,2023-12-11,5,60.90131951,
SC26,2023-12-11,6,33.77873026,
SC26,2023-12-11,7,59.6940826,
SC26,2023-12-11,8,50.51908208,
SC26,2023-12-11,9,43.27566062,
SC26,2023-12-11,10,52.04824883,
SC26,2023-12-11,11,28.54737031,
SC26,2023-12-11,12,55.26754726,
SC26,2023-12-11,13,56.79671401,
SC26,2023-12-11,14,59.77456506,
SC26,2023-12-11,15,35.06644963,
SC26,2023-12-11,16,40.05636219,
SC26,2023-12-11,17,62.83289856,
SC26,2023-12-11,18,58.96974045,
SC26,2023-12-11,19,15.42872922,
SC26,2023-12-11,20,0,
SC26,2023-12-11,21,4.724561949,
SC26,2023-12-11,22,0,
SC26,2023-12-11,23,0,
SC26,2023-12-12,0,0,
SC26,2023-12-12,1,0,
SC26,2023-12-12,2,5.462177597,
SC26,2023-12-12,3,17.27101492,
SC26,2023-12-12,4,28.75642971,
SC26,2023-12-12,5,37.91471877,
SC26,2023-12-12,6,44.66750747,
SC26,2023-12-12,7,57.12801043,
SC26,2023-12-12,8,75.29622764,
SC26,2023-12-12,9,70.3924168,
SC26,2023-12-12,10,56.88683941,
SC26,2023-12-12,11,27.70514538,
SC26,2023-12-12,12,52.14380925,
SC26,2023-12-12,13,49.732099,
SC26,2023-12-12,14,38.47745117,
SC26,2023-12-12,15,30.438417,
SC26,2023-12-12,16,27.14241299,
SC26,2023-12-12,17,41.61267449,
SC26,2023-12-12,18,30.27763632,
SC26,2023-12-12,19,0,
SC26,2023-12-12,20,0,
SC26,2023-12-12,21,0,
SC26,2023-12-12,22,0,
SC26,2023-12-12,23,0,
SC26,2023-12-13,0,0,
SC26,2023-12-13,1,0,
SC26,2023-12-13,2,0,
SC26,2023-12-13,3,0,
SC26,2023-12-13,4,0,
SC26,2023-12-13,5,0,
SC26,2023-12-13,6,0.443982733,
SC26,2023-12-13,7,24.85734806,
SC26,2023-12-13,8,44.28954454,
SC26,2023-12-13,9,39.95343458,
SC26,2023-12-13,10,30.55852967,
SC26,2023-12-13,11,18.91527145,
SC26,2023-12-13,12,12.6520015,
SC26,2023-12-13,13,31.120618,
SC26,2023-12-13,14,31.04031966,
SC26,2023-12-13,15,25.25883972,
SC26,2023-12-13,16,28.47077302,
SC26,2023-12-13,17,26.30271804,
SC26,2023-12-13,18,28.47077302,
SC26,2023-12-13,19,0,
SC26,2023-12-13,20,0,
SC26,2023-12-13,21,0,
SC26,2023-12-13,22,0,
SC26,2023-12-13,23,0,
SC26,2023-12-14,0,0,
SC26,2023-12-14,1,0,
SC26,2023-12-14,2,0,
SC26,2023-12-14,3,0,
SC26,2023-12-14,4,0,
SC26,2023-12-14,5,0,
SC26,2023-12-14,6,0,
SC26,2023-12-14,7,24.42222011,
SC26,2023-12-14,8,49.9278649,
SC26,2023-12-14,9,31.23976667,
SC26,2023-12-14,10,35.00946889,
SC26,2023-12-14,11,13.59435204,
SC26,2023-12-14,12,10.62671412,
SC26,2023-12-14,13,24.18160082,
SC26,2023-12-14,14,29.31481235,
SC26,2023-12-14,15,24.18160082,
SC26,2023-12-14,16,26.5075873,
SC26,2023-12-14,17,26.66800016,
SC26,2023-12-14,18,27.38985803,
SC26,2023-12-14,19,0,
SC26,2023-12-14,20,0,
SC26,2023-12-14,21,4.240812374,
SC26,2023-12-14,22,10.97579842,
SC26,2023-12-14,23,16.89345128,
SC26,2023-12-15,0,21.90051568,
SC26,2023-12-15,1,25.99128918,
SC26,2023-12-15,2,29.07835387,
SC26,2023-12-15,3,31.09927272,
SC26,2023-12-15,4,31.9916087,
SC26,2023-12-15,5,31.69292481,
SC26,2023-12-15,6,30.14078401,
SC26,2023-12-15,7,27.27274929,
SC26,2023-12-15,8,26.23125905,
SC26,2023-12-15,9,33.20123216,
SC26,2023-12-15,10,25.18976882,
SC26,2023-12-15,11,4.840651939,
SC26,2023-12-15,12,5.882142177,
SC26,2023-12-15,13,25.34999809,
SC26,2023-12-15,14,31.67905412,
SC26,2023-12-15,15,23.74770542,
SC26,2023-12-15,16,26.71194685,
SC26,2023-12-15,17,22.46587128,
SC26,2023-12-15,18,27.51309319,
SC26,2023-12-15,19,0,
SC26,2023-12-15,20,0,
SC26,2023-12-15,21,0,
SC26,2023-12-15,22,0,
SC26,2023-12-15,23,0,
SC26,2023-12-16,0,0,
SC26,2023-12-16,1,0,
SC26,2023-12-16,2,0,
SC26,2023-12-16,3,0,
SC26,2023-12-16,4,0,
SC26,2023-12-16,5,3.913391443,
SC26,2023-12-16,6,14.71839049,
SC26,2023-12-16,7,21.71430628,
SC26,2023-12-16,8,25.79547631,
SC26,2023-12-16,9,31.55712812,
SC26,2023-12-16,10,26.27561397,
SC26,2023-12-16,11,9.870910897,
SC26,2023-12-16,12,9.870910897,
SC26,2023-12-16,13,25.39536161,
SC26,2023-12-16,14,22.43451276,
SC26,2023-12-16,15,22.43451276,
SC26,2023-12-16,16,19.87377862,
SC26,2023-12-16,17,21.79432923,
SC26,2023-12-16,18,20.83405392,
SC26,2023-12-16,19,0,
SC26,2023-12-16,20,0,
SC26,2023-12-16,21,0,
SC26,2023-12-16,22,0,
SC26,2023-12-16,23,0,
SC26,2023-12-17,0,0,
SC26,2023-12-17,1,0,
SC26,2023-12-17,2,0,
SC26,2023-12-17,3,0,
SC26,2023-12-17,4,0,
SC26,2023-12-17,5,0,
SC26,2023-12-17,6,3.688344097,
SC26,2023-12-17,7,19.92531812,
SC26,2023-12-17,8,31.67522733,
SC26,2023-12-17,9,30.23646294,
SC26,2023-12-17,10,30.07660023,
SC26,2023-12-17,11,9.134585177,
SC26,2023-12-17,12,9.454310597,
SC26,2023-12-17,13,24.08174859,
SC26,2023-12-17,14,23.28243504,
SC26,2023-12-17,15,17.92703425,
SC26,2023-12-17,16,21.52394523,
SC26,2023-12-17,17,20.00524948,
SC26,2023-12-17,18,25.28071892,
SC26,2023-12-17,19,0,
SC26,2023-12-17,20,0,
SC26,2023-12-17,21,0,
SC26,2023-12-17,22,0,
SC26,2023-12-17,23,0,
SC26,2023-12-18,0,0,
SC26,2023-12-18,1,0,
SC26,2023-12-18,2,0,
SC26,2023-12-18,3,0,
SC26,2023-12-18,4,0,
SC26,2023-12-18,5,0,
SC26,2023-12-18,6,0,
SC26,2023-12-18,7,14.06855653,
SC26,2023-12-18,8,29.87685146,
SC26,2023-12-18,9,29.79701159,
SC26,2023-12-18,10,29.31797235,
SC26,2023-12-18,11,11.99271982,
SC26,2023-12-18,12,11.59352046,
SC26,2023-12-18,13,27.40181539,
SC26,2023-12-18,14,25.40581855,
SC26,2023-12-18,15,16.22423311,
SC26,2023-12-18,16,18.53958944,
SC26,2023-12-18,17,23.1703021,
SC26,2023-12-18,18,21.57350463,
SC26,2023-12-18,19,0,
SC26,2023-12-18,20,0,
SC26,2023-12-18,21,0,
SC26,2023-12-18,22,0,
SC26,2023-12-18,23,0,
SC26,2023-12-19,0,0,
SC26,2023-12-19,1,0,
SC26,2023-12-19,2,0,
SC26,2023-12-19,3,0,
SC26,2023-12-19,4,0,
SC26,2023-12-19,5,0,
SC26,2023-12-19,6,0,
SC26,2023-12-19,7,7.666929077,
SC26,2023-12-19,8,33.50544188,
SC26,2023-12-19,9,30.55474752,
SC26,2023-12-19,10,24.4141133,
SC26,2023-12-19,11,14.68479676,
SC26,2023-12-19,12,7.507432087,
SC26,2023-12-19,13,24.97235278,
SC26,2023-12-19,14,21.94190992,
SC26,2023-12-19,15,16.67850916,
SC26,2023-12-19,16,15.8810242,
SC26,2023-12-19,17,20.1076945,
SC26,2023-12-19,18,16.91775465,
SC26,2023-12-19,19,0,
SC26,2023-12-19,20,0,
SC26,2023-12-19,21,0,
SC26,2023-12-19,22,0,
SC26,2023-12-19,23,0,
SC26,2023-12-20,0,0,
SC26,2023-12-20,1,0,
SC26,2023-12-20,2,0,
SC26,2023-12-20,3,0,
SC26,2023-12-20,4,0,
SC26,2023-12-20,5,0,
SC26,2023-12-20,6,0,
SC26,2023-12-20,7,10.52016808,
SC26,2023-12-20,8,37.60362417,
SC26,2023-12-20,9,29.39893012,
SC26,2023-12-20,10,28.36338621,
SC26,2023-12-20,11,6.855935787,
SC26,2023-12-20,12,8.608394707,
SC26,2023-12-20,13,23.26532389,
SC26,2023-12-20,14,19.20280548,
SC26,2023-12-20,15,15.45891596,
SC26,2023-12-20,16,13.78611426,
SC26,2023-12-20,17,20.07903494,
SC26,2023-12-20,18,25.9736695,
SC26,2023-12-20,19,0,
SC26,2023-12-20,20,0,
SC26,2023-12-20,21,0,
SC26,2023-12-20,22,0,
SC26,2023-12-20,23,0,
SC26,2023-12-21,0,0,
SC26,2023-12-21,1,0,
SC26,2023-12-21,2,0,
SC26,2023-12-21,3,0,
SC26,2023-12-21,4,0,
SC26,2023-12-21,5,0,
SC26,2023-12-21,6,0,
SC26,2023-12-21,7,13.28729343,
SC26,2023-12-21,8,38.11190282,
SC26,2023-12-21,9,39.78279,
SC26,2023-12-21,10,38.35060099,
SC26,2023-12-21,11,10.90031176,
SC26,2023-12-21,12,7.319839247,
SC26,2023-12-21,13,23.86957885,
SC26,2023-12-21,14,23.2330504,
SC26,2023-12-21,15,18.14082283,
SC26,2023-12-21,16,26.09742841,
SC26,2023-12-21,17,19.17518156,
SC26,2023-12-21,18,27.60918347,
SC26,2023-12-21,19,0,
SC26,2023-12-21,20,0,
SC26,2023-12-21,21,0,
SC26,2023-12-21,22,0,
SC26,2023-12-21,23,0,
SC26,2023-12-22,0,0,
SC26,2023-12-22,1,0,
SC26,2023-12-22,2,0,
SC26,2023-12-22,3,0,
SC26,2023-12-22,4,0,
SC26,2023-12-22,5,0,
SC26,2023-12-22,6,0,
SC26,2023-12-22,7,15.33278964,
SC26,2023-12-22,8,41.48006202,
SC26,2023-12-22,9,40.12898715,
SC26,2023-12-22,10,30.35356313,
SC26,2023-12-22,11,7.305815437,
SC26,2023-12-22,12,6.908440477,
SC26,2023-12-22,13,17.79651439,
SC26,2023-12-22,14,20.49866412,
SC26,2023-12-22,15,23.59818881,
SC26,2023-12-22,16,15.49173962,
SC26,2023-12-22,17,20.10128916,
SC26,2023-12-22,18,24.86978868,
SC26,2023-12-22,19,0,
SC26,2023-12-22,20,0,
SC26,2023-12-22,21,0,
SC26,2023-12-22,22,0,
SC26,2023-12-22,23,0,
SC26,2023-12-23,0,0,
SC26,2023-12-23,1,0,
SC26,2023-12-23,2,0,
SC26,2023-12-23,3,0,
SC26,2023-12-23,4,0,
SC26,2023-12-23,5,0,
SC26,2023-12-23,6,0,
SC26,2023-12-23,7,15.15082691,
SC26,2023-12-23,8,38.25158039,
SC26,2023-12-23,9,31.90085778,
SC26,2023-12-23,10,23.64491839,
SC26,2023-12-23,11,10.62593705,
SC26,2023-12-23,12,7.371191717,
SC26,2023-12-23,13,15.6271311,
SC26,2023-12-23,14,22.29538984,
SC26,2023-12-23,15,12.29300174,
SC26,2023-12-23,16,11.26100931,
SC26,2023-12-23,17,21.58093355,
SC26,2023-12-23,18,19.0406445,
SC26,2023-12-23,19,0,
SC26,2023-12-23,20,0,
SC26,2023-12-23,21,0,
SC26,2023-12-23,22,0,
SC26,2023-12-23,23,0,
SC26,2023-12-24,0,0,
SC26,2023-12-24,1,0,
SC26,2023-12-24,2,0,
SC26,2023-12-24,3,0,
SC26,2023-12-24,4,0,
SC26,2023-12-24,5,0,
SC26,2023-12-24,6,9.069898907,
SC26,2023-12-24,7,21.15412197,
SC26,2023-12-24,8,31.462235,
SC26,2023-12-24,9,28.44909427,
SC26,2023-12-24,10,26.07029895,
SC26,2023-12-24,11,6.564177357,
SC26,2023-12-24,12,5.216193347,
SC26,2023-12-24,13,18.14098123,
SC26,2023-12-24,14,23.61221046,
SC26,2023-12-24,15,18.29956759,
SC26,2023-12-24,16,22.18493327,
SC26,2023-12-24,17,19.09249936,
SC26,2023-12-24,18,25.43595353,
SC26,2023-12-24,19,0,
SC26,2023-12-24,20,0,
SC26,2023-12-24,21,0,
SC26,2023-12-24,22,0,
SC26,2023-12-24,23,0,
SC26,2023-12-25,0,0,
SC26,2023-12-25,1,0,
SC26,2023-12-25,2,0,
SC26,2023-12-25,3,0,
SC26,2023-12-25,4,0,
SC26,2023-12-25,5,0,
SC26,2023-12-25,6,0,
SC26,2023-12-25,7,13.36242703,
SC26,2023-12-25,8,33.55904561,
SC26,2023-12-25,9,24.29236179,
SC26,2023-12-25,10,29.36131704,
SC26,2023-12-25,11,12.3327955,
SC26,2023-12-25,12,5.521386877,
SC26,2023-12-25,13,19.6986211,
SC26,2023-12-25,14,25.32199333,
SC26,2023-12-25,15,23.89634966,
SC26,2023-12-25,16,18.90659684,
SC26,2023-12-25,17,20.49064535,
SC26,2023-12-25,18,29.5197219,
SC26,2023-12-25,19,0,
SC26,2023-12-25,20,0,
SC26,2023-12-25,21,0,
SC26,2023-12-25,22,0,
SC26,2023-12-25,23,0,
SC26,2023-12-26,0,0,
SC26,2023-12-26,1,0,
SC26,2023-12-26,2,0,
SC26,2023-12-26,3,0,
SC26,2023-12-26,4,0,
SC26,2023-12-26,5,0,
SC26,2023-12-26,6,0,
SC26,2023-12-26,7,15.47750547,
SC26,2023-12-26,8,31.14163757,
SC26,2023-12-26,9,31.22074935,
SC26,2023-12-26,10,25.99937198,
SC26,2023-12-26,11,10.09790454,
SC26,2023-12-26,12,7.803662967,
SC26,2023-12-26,13,23.62601863,
SC26,2023-12-26,14,19.19575905,
SC26,2023-12-26,15,19.67042972,
SC26,2023-12-26,16,29.559402,
SC26,2023-12-26,17,23.54690685,
SC26,2023-12-26,18,22.20200662,
SC26,2023-12-26,19,0,
